Index,Text
14755,Your Redguard blood gives you <50%> resistance to poison.
14782,I met Malborn hiding out in Windhelm. I killed the Thalmor assassin who was on his trail. I should let him know it's safe for him to leave Windhelm.
14925,"<font face'$HandwrittenFont'><font size='40'><p align='center'>
Flames"
14935,The Stormcloaks gained control of <Alias=Hold>.
14950,"25% Armor bonus if wearing all Light Armor: head, chest, hands, feet."
15060,I recovered a stolen <Alias=Gewgaw> from <Alias=Location> for a noble family in <Alias=LocationHold>.
15062,The School of Conjuration governs raising the dead and summoning creations from Oblivion. This skill makes it easier to cast these spells as well as Soul Trap and bindings. 
15144,"<font face='$HandwrittenFont'>
I'm close to finding the <Alias=Item>. I've tracked it down to <Alias=Dungeon>. It's apparently guarded by a <Alias.ShortName=Boss>."
15156,"What a peculiar place the barrow turned out to be. I hadn't explored for very long before reaching this elaborate room and gate locking me from going further into the crypt.

I confess it - I'm relieved! This place puts the fear of Oblivion into me.  There are some carvings in this room.  I'll attempt to transcribe them for the College so I have something to show for this effort.
<HR>
All was so in Atmora
land of truth and our home

Man in his throne, 
     so should he be
Whale in the sea, 
     so should he be
Eagle in Sun's Sky, 
     so should he be
Snake in the weed
     so should he be

Sorrow! For the Sea-Ghosts took Yngol
Prize Brother of Sail from Atmora's Fleet

And none on land
    nor sky, nor sea
would ever again 
    be as should be
<HR>
Fascinating, these ancient Nords. I wonder what other secrets are hidden here? Surely there can't be harm in trying to go a little further, and there is a lever here which must open the gate beyond."
15173,Blocks 10% of a spell's effects.
15177,I've paid my reparations and I have been reinstated to the Thieves Guild.
15251,"<div align=""left"">
Shelly, 
<br>
Your ship should have arrived weeks ago and I fear the worst has happened.  I've set up camp on this rock as your ship should pass by here and hopefully one of these days we'll be together again.  If you're reading this I'm probably out hunting or bringing in some supplies.  I'll be waiting here until I see your face again.
<br>
Faithfully yours, 
Trius
"
15283,Thieves stolen Finn's Lute from the Bards College over a year ago. Inge Six-Fingers has asked me to recover the lute from their stronghold. 
15297,Giraud Gemane of the Bards College has found a clue to the location of the legendary drum of Rjorn. He's asked me to go to Halldir's Cairn and retrieve it.
15330,"[pagebreak]
<p align=""center"">


Darkest Darkness



by
Anonymous
</p>



[pagebreak]
<p align=""left"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/I_letter.png'>n Morrowind, both worshippers and sorcerers summon lesser Daedra and bound Daedra as servants and instruments.

Most Daedric servants can be summoned by sorcerers only for very brief periods, within the most fragile and tenuous frameworks of command and binding. This fortunately limits their capacity for mischief, though in only a few minutes, most of these servants can do terrible harm to their summoners as well as their enemies.

Worshippers may bind other Daedric servants to this plane through rituals and pacts. Such arrangements result in the Daedric servant remaining on this plane indefinitely -- or at least until their bodily manifestations on this plane are destroyed, precipitating their supernatural essences back to Oblivion. Whenever Daedra are encountered at Daedric ruins or in tombs, they are almost invariably long-term visitors to our plane.

Likewise, lesser entities bound by their Daedra Lords into weapons and armor may be summoned for brief periods, or may persist indefinitely, so long as they are not destroyed and banished. The class of bound weapons and bound armors summoned by Temple followers and conjurors are examples of short-term bindings; Daedric artifacts like Mehrunes Razor and the Mask of Clavicus Vile are examples of long-term bindings.

The Tribunal Temple of Morrowind has incorporated the veneration of Daedra as lesser spirits subservient to the immortal Almsivi, the Triune godhead of Almalexia, Sotha Sil, and Vivec. These subordinate Daedra are divided into the Good Daedra and the Bad Daedra. The Good Daedra have willingly submitted to the authority of Almsivi; the Bad Daedra are rebels who defy Almsivi -- treacherous kin who are more often adversaries than allies.

The Good Daedra are Boethiah, Azura, and Mephala. The hunger is a powerful and violent lesser Daedra associated with Boethiah, Father of Plots -- a sinuous, long-limbed, long-tailed creature with a beast-skulled head, noted for its paralyzing touch and its ability to disintegrate weapons and armor. The winged twilight is a messenger of Azura, Goddess of Dusk and Dawn. Winged twilights resemble the feral harpies of the West, though the feminine aspects of the winged twilights are more ravishing, and their long, sharp, hooked tails are immeasurably more deadly. Spider Daedra are the servants of Mephala, taking the form of spider-humanoid centaurs, with a naked upper head, torso, and arms of human proportions, mounted on the eight legs and armored carapace of a giant spider. Unfortunately, these Daedra are so fierce and irrational that they cannot be trusted to heed the commands of the Spinner. As a consequence, few sorcerers are willing to either summon or bind such creatures in Morrowind.

The Bad Daedra are Mehrunes Dagon, Malacath, Sheogorath, and Molag Bal. Three lesser Daedra are associated with Mehrunes Dagon: the agile and pesky scamp, the ferocious and beast-like clannfear, and the noble and deadly dremora. The crocodile-headed humanoid Daedra called the daedroth is a servant of Molag Bal, while the giant but dim-witted ogrim is a servant of Malacath. Sheogorath's lesser Daedra, the golden saint, a half-clothed human female in appearance, is highly resistant to magic and a dangerous spellcaster.

Another type of lesser Daedra often encountered in Morrowind is the Atronach, or Elemental Daedra. Atronachs have no binding kinship or alignments with the Daedra Lords, serving one realm or another at whim, shifting sides according to seduction, compulsion, or opportunity."
15395,<Alias=Questgiver> has heard the rumors of dragons and wants to defeat one for himself. I'm going to accompany him to <Alias=Den> to slay the beast there.
15405,"<Alias=Questgiver> wants to be cured of lycanthropy, and has asked me to help him. We must take a Glenmoril Witch's head to the Tomb of Ysgramor to perform the same ceremony which cured Kodlak."
15436,"[pagebreak]
<p align=""center"">


Sixteen Accords of Madness
Volume IX




</p>



[pagebreak]
<p align=""center"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/V_letter.png'>aermina's Tale
</p>
[pagebreak]
<p align=""left"">
<img src='img://Textures/Interface/Books/Illuminated_Letters/D_letter.png'>arius Shano found himself running as fast as he could.

He had no idea what he was running from or towards, but he didn't care. The desire saturated his mind -- there was nothing in the world except flight. He looked around for landmarks, anything to place himself or to use as a target, but to no avail -- the featureless grasslands through which he was sprinting extended as far as the eye could see. ""Just have to keep running"", he thought to himself. ""I have to run as fast as I can"". On and on he ran, with no end in sight or in mind....

Standing over Darius Shano while he lay quietly in his bed were his mistress, Vaermina the Dreamweaver, and the Madgod Sheogorath. Vaernima looked down with pride at this disciple of hers, and was boastful of her little jewel.

""Such potential in this one! Through dreams of inspiration, I have nurtured literary talent into fruition, and now he stands in acclaim as an emerging bard and poet! He will gain much favor before I tire of him."" Sheogorath, too, gazed at the young Breton artist and saw that he was indeed famous among the other mortals.

""Hmmm,"" mused Sheogorath, ""but how many are there who hate this mortal whom you have built? It is the hatred of the mortals which confirms greatness, and not their love. Surely you can accomplish this as well?""

Vaernima's eyes narrowed. ""Yes, the mortals are indeed often foolish and petty, and it is true that many of their most bold have been despised. Do not worry, mad one, for I have the power to achieve many forms of greatness with this one, hatred among them.""

""Perhaps, Dreamweaver, it would be amusing to show who has this power? Inspire foolish, arrogant hatred of this mortal for ten years, and then I will do the same. We shall see whose talents are most efficient, free of aid or interference from any of the Daedra.""

At this, she relaxed into confident pleasure. ""The Madgod is indeed powerful, but this task is suited to my skills. The mortals are repulsed by madness, but rarely think it worthy of hate. I shall take pleasure in revealing this to you, as I bring the more subtle horrors out of this mortal's subconscious.""

And so, in the 19th year of his life, the dreams Darius Shano had been experiencing began to change. Fear had always been part of the night for him, but now there was something else. A darkness began to creep into his slumber, a darkness that sucked away all feeling and color, leaving only emptiness behind. When this happened, he opened his mouth to scream, but found that the darkness had taken his voice as well. All he had was the terror and the void, and each night they filled him with a new understanding of death. Yet, when he woke, there was no fear, for he had faith that his Lady had a purpose.

Indeed, one night Vaernima herself emerged from the void. She leaned in close to whisper into his ear.

""Watch carefully, my beloved!"" With that, she pulled the void away, and for hours each night she would reveal to Darius the most horrible perversions of nature. Men being skinned and eaten alive by other men, unimaginable beasts of many limbs and mouths, entire populations being burned -- their screams filled his every evening. In time, these visions gnawed at his soul, and his work began to take on the character of his nightmares. The images revealed to him at night were reproduced on the page, and the terrible cruelty and hollow vice that his work contained both revolted and fascinated the public. They reveled in their disgust over every detail. There were those who openly enjoyed his shocking material, and his popularity among some only fed the hatred of those who found him abhorrent. This continued for several years, while the infamy of Darius grew steadily. Then, in his 29th year, without warning, the dreams and nightmares ceased.

Darius felt a weight lifted, as he no longer endured the nightly tortures, but was confused. ""What have I done to displease my Mistress?"", he wondered aloud. ""Why has she abandoned me?"" Vaernima never answered his prayers. No one ever answered, and the restless dreams faded away to leave Darius in long, deep sleeps.

Interest in the works of Darius Shano waned. His prose became stale and his ideas failed to provoke the shock and outrage they once had. As the memory of his notoriety and of his terrible dreams faded, the questions that raced in his mind eventually produced resentment against Vaernima, his former mistress. Resentment grew into hatred, from hatred came ridicule, and over time ridicule became disbelief. Slowly it became obvious -- Vaernima had never spoken to him at all; his dreams were simply the product of a sick mind that had righted itself. He had been deceived by his own subconscious, and the anger and shame overwhelmed him. The man who once conversed with a deity drifted steadily into heresy.

In time, all of the bitterness, doubt, and sacrilege focused in Darius a creative philosophy that was threaded throughout all of his subsequent work. He challenged the Gods themselves, as well as the infantile public and corrupt state for worshiping them. He mocked them all with perverse caricatures, sparing no one and giving no quarter. He challenged the Gods in public to strike him down if they existed, and ridiculed them when no such comeuppance was delivered. To all of this, the people reacted with outrage far greater than they had shown his previous work. His early career had offended only sensibilities, but now he was striking directly at the heart of the people.

His body of work grew in size and intensity. Temples, nobles, and commoners were all targets of his scorn. Finally, at age 39, Darius wrote a piece entitled ""The Noblest Fool,"" ridiculing The Emperor God Tiber Septim for integrating into the pathetic Nine Divines cult. The local King of Daenia, who had been humiliated by this upstart in the past, saw his chance -- for his sacrilege against the Empire, Darius Shano was executed, with a ceremonial blade, in front of a cheering crowd of hundreds. His last, bitter words were gurgled through a mouthful of his own blood.

20 years after their wager was first placed, Vaernima and Sheogorath met over Darius Shano's headless corpse. The Dreamweaver had been eager for this meeting; she had been waiting for years to confront the Daedric Prince over his lack of action.

""I have been deceived by you, Sheogorath! I performed my half of the bargain, but during your ten years you never contacted the mortal once. He owes none of his greatness to you or your talents or your influence!""

""Nonsense,"" croaked the Madgod. ""I was with him all along! When your time ended and mine began, your whispers in his ear were replaced with silence. I severed his link to that from which he found the most comfort and meaning, and withheld the very attention the creature so desperately craved. Without his mistress, this man's character could ripen under resentment and hatred. Now his bitterness is total and, overcome by a madness fueled by his rage, he feeds me in my realm as an eternal servant.""

Sheogorath turned and spoke to the empty space by his side.

""Indeed; Darius Shano was a glorious mortal. Despised by his own people, his kings, and even by the Gods he mocked. For my success, I shall accept three-score followers of Vaernima into my service. And the dreamers will awaken as madmen.""

And thus did Sheogorath teach Vaernima that without madness, there are no dreams, and no creation. Vaernima will never forget this lesson.</p>"
15562,"I have applied at the Bards College. As part of the Application, Headmaster Viarmo asked me to retrieve King Olaf's Verse. Parts of the verse have decayed, I must help Viarmo reconstruct it so he can present it in court."
15568,Nearby dead can be seen through walls.
15644,"Shout at time, and command it to obey, as the world around you stands still."
15839,I have returned to the Sanctuary in the midst of the Penitus Oculatus' assault. I must assist my fellow Family members any way I can.
15875,"Maven Black-Briar has sent me to Whiterun where I am to meet with someone named Mallus Maccius. Together, our goal is to bring down one of Maven's competitors, Honningbrew Meadery and discover where he obtained the financing to take her on."
15996,I killed Eola. Whatever she could have offered me was lost when she died.
16097,Buying and selling prices are 30% better.
16228,"<font face='$HandwrittenFont'>

After making our way down the mine and through the spiders we've finally made it down to Nchaund-Zel proper. They've built this city into the very cave walls that house it. Amazing. Nchuand-Zel hums with life, but its guardians lay dormant, hopefully we can learn more as we go deeper.    

<p align='center'>*   *   *   *   *</p>

This area seems to be where two of the city's families lived.  We've spent some time studying this tree outside the dwellings but cannot figure out what its significance is.  Stromm will be remaining behind with one of the students to further study this area in greater depth. I look forward to reading his notes on the subject.

<p align='center'>*   *   *   *   *</p>

Today we entered the city's armory. The Falmer have yet to break into the best of the dwarven goods thanks to the sturdy dwemer locks.  Erj said he would be able to get into the vaults and would send word when he's in. The spiders gave us much trouble but who could have foreseen they've been the only thing keeping Markarth safe?  

<p align='center'>*   *   *   *   *</p>

After exiting the Armory we made camp, but the Falmer have been watching us and finally tired of our intrusion.  They came while we slept and slaughtered what guards were left. Meridia forgive me for using my students as a distraction to get away, but I have to bring this place back to life.  

<p align='center'>*   *   *   *   *</p>

too many . . .

couldn't hit switch . . .
</font>"
16232,"<font face='$HandwrittenFont'>
Jarl Skald the Elder,

Anga's Mill will be supplying all the lumber as per your instructions. I hope this will clear up any and all tax burdens my father might have left us with.

I refuse to send any of my workers to answer your call for Stormcloak recruits, though. You can either have lumber or you can have soldiers. We can't do both.

Aeri,
Owner of Anga's Mill
</font>"
16265,"[pagebreak]
<p align=""center"">


The Firsthold Revolt


by
Maveus Cie</p>



[pagebreak]
<p align=""left""><img src='img://Textures/Interface/Books/Illuminated_Letters/Y_letter.png'>ou told me that if her brother won, she would be sister to the King of Wayrest, and Reman would want to keep her for the alliance. But her brother Helseth lost and has fled with his mother back to Morrowind, and still Reman has not left her to marry me."" Lady Gialene took a long, slow drag of the hookah and blew out dragon's breath, so the scent of blossoms perfumed her gilded chamber. ""You make a very poor advisor, Kael. I might have spent my time romancing the king of Cloudrest or Alinor instead of the wretched royal husband of Queen Morgiah.""

Kael knew better than to hurt his lady's vanity by the mere suggestion that the King of Firsthold might have come to love his Dunmer Queen. Instead he gave her a few minutes to pause and look from her balcony out over the high cliff palaces of the ancient capitol. The moons shone like crystal on the deep sapphire waters of the Abecean Sea. It was ever springtide here, and he could well understand why she would prefer a throne in this land than in Cloudrest or Alinor.

Finally, he spoke: ""The people are with you, my lady. They do not relish the idea of Reman's dark elf heirs ruling the kingdom when he is gone.""

""I wonder,"" she said calmly. ""I wonder if as the King would not give up his Queen for want of alliances, whether she would give herself up out of fear. Of all the people of Firsthold, who most dislikes the Dunmer influence on the court?""

""Is this a trick question, my lady?"" asked Kael. ""The Trebbite Monks, of course. Their credo has ever been for pure Altmer bloodlines on Summurset, and among the royal families most of all. But, my lady, they make very weak allies.""

""I know,"" said Gialene, taking up her hookah again thoughtfully, a smile creeping across her face. ""Morgiah has seen to it that they have no power. She would have exterminated them altogether had Reman not stopped her for all the good they do for the country folk. What if they found themselves with a very powerful benefactress? One with intimate knowledge of the court of Firsthold, the chief concubine of the King, and all the gold to buy weapons with that her father, the King of Skywatch, could supply?""

""Well-armed and with the support of the country people, they would be formidable,"" nodded Kael. ""But as your advisor, I must warn you: if you make yourself an active foe of Queen Morgiah, you must play to win. She has inherited much of her mother Queen Barenziah's intelligence and spirit of vengeance.""

""She will not know I am her foe until it is too late,"" shrugged Gialene. ""Go to the Trebbite monastery and bring me Friar Lylim. We must strategize our plan of attack.""

For two weeks, Reman was advised about growing resentment in the countryside from peasants who called Morgiah the ""Black Queen,"" but it was nothing that he had not heard before. His attention was on the pirates on a small island off the coast called Calluis Lar. They had been more brazen as late, attacking royal barges in organized raids. To deliver a crushing blow, he ordered the greatest part of his militia to invade the island -- an incursion he himself would lead.

A few days after Reman left the capitol, the revolt of the Trebbite Monks exploded. The attacks were well-coordinated and without warning. The Chief of the Guards did not wait to be announced, bursting into Morgiah's bedchamber ahead of a flurry of maidservants.

""My Queen,"" he said. ""It is a revolution.""

By contrast, Gialene was not asleep when Kael came to deliver the news. She was seated by the window, smoking her hookah and looking at the fires far off in the hills.

""Morgiah is with council,"" he explained. ""I am certain they are telling her that the Trebbite Monks are behind the uprising, and that the revolution will be at the city gates by morning.""

""How large is the revolutionary army in contrast to the remaining royal militia?"" asked Gialene.

""The odds are well in our favor,"" said Kael. ""Though not perhaps as much as we hoped. The country folk, it seems, like to complain about their queen, but stop short of insurrection. Primarily, the army is composed of the Monks themselves and a horde of mercenaries your father's gold bought. In a way of thinking, it is preferable this way -- they are more professional and organized that a common mob. Really, they are a true army, complete with a horn section.""

""If that doesn't frighten the Black Queen into abdication, nothing will,"" smiled Gialene, rising from her chair. ""The poor dear must be beside herself with worry. I must fly to her side and enjoy it.""

Gialene was disappointed when she saw Morgiah come out of the Council Chambers. Considering that she had been woken from a deep sleep with cries of revolution and had spent the last several hours in consultation with her meager general force, she looked beautiful. There was a sparkle of proud defiance in her bright red eyes.

""My Queen,"" Gialene cried, forcing real tears. ""I came as soon as I heard! Will we all be slaughtered?""

""A distinct possibility,"" replied Morgiah simply. Gialene tried to read her, but the expressions of women, especially alien women, were a far greater challenge than those of Altmer men.

""I hate myself for even thinking to propose this,"" said Gialene. ""But since the cause of their fury is you, perhaps if you were to give up the throne, they might disperse. Please understand, my queen, I am thinking only of the good of the kingdom and our own lives.""

""I understand the spirit of your suggestion,"" smiled Morgiah. ""And I will take it under advisement. Believe me, I've thought of it myself. But I don't think it will come to that.""

""Have you a plan for defending us?"" asked Gialene, contorting her features to an expression she knew bespoke girlish hope.

""The king left us several dozen of his royal battlemages,"" said Morgiah. ""I think the mob believes we have nothing but palace guards and a few soldiers to protect us. When they get to the gates are greeted with a wave of fireballs, I find it highly likely that they will lose heart and retreat.""

""But isn't there some protection they could be using against such an assault?"" asked Gialene in her best worried voice.

""If they knew about it, naturally there is. But an unruly mob is unlikely to have mages skilled in the arts of Restoration, by which they could shield themselves from the spells, or Mysticism, by which they could reflect the spells back on my battlemages. That would be the worst scenario, but even if they were well-organized enough to have Mystics in their ranks -- and enough of them to reflect so many spells -- it just isn't done. No battlefield commander would advise such a defense during a siege unless he knew precisely what he was going to be meeting. And then, of course, once the trap is sprung"" Morgiah winked. ""It's too late for a countering spell.""

""A most cunning solution, your highness,"" said Gialene, honestly impressed.

Morgiah excused herself to meet with her battlemages, and Gialene gave her an embrace. Kael was waiting in the palace garden for his lady.

""Are there Mystics among the mercenaries?"" she asked quickly.

""Several, in fact,"" replied Kael, bewildered by her query. ""Largely rejects from the Psijic Order, but they know enough to cast the regular spells of the school.""

""You must sneak out the city gates and tell Friar Lylim to have them cast reflection spells on all the front line before they attack,"" said Gialene.

""That's most irregular battlefield strategy,"" frowned Kael.

""I know it is, fool, that's what Morgiah is counting on. There's a gang of battlemages who are going to be waiting on the battlements to greet our army with a barrage of fire balls.""

""Battlemages? I would have thought that King Reman would have brought them with him to fight the pirates.""

""You would have thought that,"" laughed Gialene. ""But then we would be defeated. Now go!""

Friar Lylim agreed with Kael that it was a bizarre, unheard-of way to begin a battle, casting reflection spells on all one's troops. It went against every tradition, and as a Trebbite Monk, he valued tradition above every other virtue. There was little other choice, though, given the intelligence. He had few enough healers in the army as it were, and their energies could not be wasted casting resistance spells.

At dawn's light, the rebel army was in sight of the gleaming spires of Firsthold. Friar Lylim gathered together every soldier who knew even the rudimentary secrets of Mysticism, who knew how to tap in to the elementary conundrums and knots of the energies of magicka. Though few were masters of the art, their combined force was powerful to behold. A great surge of entangling power washed over the army, crackling, hissing, and infusing all with their ghostly force. When they arrived at the gates, every soldier, even the least imaginative, knew that no spell would touch him for a long time.

Friar Lylim watched his army batter into the gate with the great satisfaction of a commander who has counteracted an unthinkable attack with an outrageous defense. The smile quickly faded from his face.

They were met at the battlements not by mages but by common archers of the palace guard. As the flaming arrows fell upon the siegers like a red rain, the healers ran in to help the wounded. Their healing spells reflected off the dying men, one after the other. Chaos ruled as the attackers suddenly found themselves defenseless and began a panicked, unorganized retreat. Friar Lylim himself considered briefly holding his ground before fleeing himself.

Later, he would send furious notes to Lady Gialene and Kael, but they were returned. Even his best secret agents within the palace were unable to find their whereabouts.

Neither had, as it turns out, much previous experience with torture, and they soon confessed their treachery to the King's satisfaction. Kael was executed, and Gialene was sent back with escort to her father's court of Skywatch. He has still to find a husband for her. Reman, by contrast, has elected not to take a new royal concubine. The common folk of Firsthold consider this break in palace protocol to be more of the sinister alien influence of the Black Queen, and grumble to all who will listen.
"
16277,Breton blood grants a <25>% resistance to magic.
16288,There is a fuming incense at the wilderness shrine to Peryite. Inhaling this is supposed to help me commune with the Daedric Prince.
