Index,Text
13711,Blocking Pale Pass would cut one of the main Imperial supply routes... and Whiterun is dangerously exposed with the enemy in Falkreath.
13713,"Then by my right as Jarl, I name you Thane of Haafingar. Congratulations."
13717,"Without it, I cannot finish my work. All these years, so much time, so much energy..."
13719,"Well then, I think  a pinch of frost salts should do the trick, right?"
13720,We've been here so long and what do we have to show for it?
13726,How could you possibly know about...
13728, 
13731,Nothing there. Strange.
13733,Filth. Run to the horizon before I hunt you down.
13734,It's all on account of this blasted ring.
13736,Falkreath was once full of wanderers and warriors like yourself. Those were better days.
13737,This situation with the sewers beneath the city. I hear people have entered this place and have gone missing. Do you know of this?
13739,"Oh yes. You're a fine fat one, aren't you!"
13741,Now this is real guard duty. Just throw them in the mine and be done with it.
13744,I ain't done nothin'.
13747,"If you stand before me to accuse me of sacrificing children, or eating the hearts of the dead, you may save your breath."
13748,"So polite! So nice! Cicero likes you. The Night Mother is sure to like you too. Oh, we're going to be fast friends. Fast friends."
13750,I know this place will eventually kill us. I have come to accept that. But I will always regret that day I introduced you to Orchendor.
13752,"We made a pact that one day, we might reunite... but I believe that day is long in coming."
13754,"You lay one finger on Igmund, and I'll end you Stormcloak."
13758,"What's going on, Madanach? You wouldn't have old Grisvar killed unless you weren't planning on needing him."
13759,"Bear fat in the hearth fire, if you believe Hroggar."
13761,(Whistling)
13764,The Greybeards are so afraid of power that they won't use it.
13765,Give me a reason to try.
13766,Vun!
13767,"Anuriel, would you please stop declaring that the city is safe for the Jarl to roam? You and I both know that isn't true."
13768,You must help us appease Malacath.
13769,"You mean Roggvir. Yes. I made an appeal to Captain Aldis. He allowed Roggvir to have a proper Nord burial, as is the custom in Solitude."
13771,"Sigh. Yes, as usual. I'll be there."
13773,"You speak to Burguk, chief of Dushnikh Yal."
13778,Aggghh!
13784,"If you want to get paid, keep your weapon sheathed."
13795,"When the smoke cleared, the White-Gold Concordat was signed... it was supposedly a treaty aimed at establishing peace within the Empire."
13796,Looks like you had no trouble.
13797,You hear anything?
13798,"We're looking for information about a woman -- a foreigner in these lands. She's a Redguard, like us."
13804,A lot of our kind block out the memory of their first meal. The shame is too much. But you don't need to hide anymore.
13805,"By the Divines, the Forsworn are here in the city!"
13814,Enough with the training. I want to go fight something.
13817,Wait just one moment...
13820,You speak in riddles sometimes.
13823,"I know, I know. My head's in the clouds again. Just... forget I said anything."
13824,Quiet down.
13825,"I'm sorry about Roggvir. It's a shame, I liked him."
13828,"Take your books and go, before I change my mind."
13831,The air has the smell of beasts. The hunt is good today.
13833,"So that's it, then. ""Don't come back."""
13836,"You should not be here, outsider."
13839,"I pay a good wage for any iron ore you dig up, if you're looking for work."
13842,Ripe fruit and fresh vegetables for sale! Straight from the fields and orchards of Whiterun to your table!
13843,"Aye, that I do. I ain't sayin' he was perfect, but he knew what it meant to be a Nord."
13846,I'm a sailor on the Northwind. We're laying over in Windhelm for awhile.
13849,So you're off to find some staff now? I don't see the point of that.
13851,You've shown yourself useful so far. All these lunks are too afraid of Haldyn to head in before the fog's cleared.
13855,"Alms. I said ""alms"" you backbiter. Give a crippled worker a helping hand."
13859,Plenty of chores to do...
13863,"I fear for you and your husband, should the Thamlor come here. But perhaps there's a way I can help. "
13864,"No, I suppose we haven't. Brelyna Maryon, of House Telvanni. First of my family to leave Morrowind in a long time."
13865,Watching you reminds me of my first days as an enchanter.
13866,"But unfortunately, that inn is abuzz with the news of somebody killing one of their guests! What, hiding the body was too much for you to handle?"
13867,Fish? Again?
13868,"As anyone will tell you, Morthal can be a dangerous place."
13871,I don't want that coming back to haunt me.
13872,The way this war is going you'll soon have plenty of veterans like me to buy drinks.
13874,I don't think that could have gone any better.
13877,"Oh, I thought you were already on your way to Bleak Falls Barrow..."
13885,My father is more generous than he lets on. Gives me plenty of spending money.
13886,Come see me in the market if you're looking for the finest custom jewelry in all of Skyrim.
13887,"Now, by law and tradition, I can only grant the title to one who is known throughout Eastmarch, and who owns property in Windhelm."
13888,I'm not sure what just happened but I assure you I will get to the bottom of it.
13891,"That s'wit. One day, he'll regret pushing all of us around."
13892,"The dark elves and Argonians won't soon forget Ulfric's prejudice, but I'm doing what I can to repair that rift."
13894,"Yes. Were I to simply lay down and die, it would not please Malacath."
13897,Naggh!
13898,"I just wanted to take this time to thank you all for being here. To thank you for sharing this wonderfully happy day with myself, and my new husband."
13901,"We should be inside, loading up on treasure. Worry-scales here thinks we should wait, though. Don't get any ideas, either. We were here first."
13904,"Okay. All right. Wonderful. You're welcome! I'll just be on my way, then..."
13905,The Goldenglow Estate job has undoubtedly interrupted the supply of honey I need to make my mead.
13906,Everyone on me. Let's show these Imperial milk drinkers what true Nords look like!
13913,"The Legion's work is far from finished, but you are free to roam. I suspect you'll be of greater good to Skyrim out there, in the world."
13915,Same thing we do with all the other natives who want to change things around here.
13918,Haven't you got some chores to do?
13922,"It's all about sizing up your mark, lad."
13924,"Well, that's just about the best news I've heard all week."
13927,Please give me a chance to try again.
13928,"Anyone suggesting that Restoration is better left to the priests of the Temples, I think, is forgetting a few things."
13931,"Sky Haven Temple. An ancient Blades sanctuary, hidden deep in the crags of the Reach. That's where we'll find Alduin's Wall."
13935,My claws are sharp. My will to kill... unquenchable.
13936,"Jarl Black-Briar. I must admit, I do like the sound of that."
13939,"It's filthy in there! Dirt everywhere, and it looks like the dogs have the run of the place."
13940,There's news of rebellion against the Empire. Strange noises have been heard in the marshes at night.
13942,What is it?
13943,"Don't make me the fool and let me down, all right?"
13945,Stand next to me. Master Borri will open the gate. Use your Whirlwind Sprint to pass through before it closes.
13947,I'm so glad Vittoria and Asgeir chose a public reception. That way the entire city can share in their holy bond.
13948,A parent should never outlive a child. Having my son's spirit here... it's as if he never died.
13950,"Sorry, I thought Skald the Elder sent you. We've got an order to fill, and he's not known for patience."
13953,"Good to see you, lass! How are things?"
13956,"Kharag, take a break and drink with me! Those trees aren't going anywhere!"
13958,Enough of this! Fight me!
13961,Glory to Nocturnal!
13963,Most of my kin are in the longhouse. Come back during the day if you wish to trade.
13966,They have catapults.
13969,Thanks for the help. Not many willing to take on the Forsworn these days.
13970,"Where am I? You! Out with it, then."
13971,On your knees!
13972,We've stopped. What is it?
13978,It's these nightmares. Me and every one of my workers can't catch a nod without having one.
13984,"To receive the touch of Mara, you must first act as her hands in the world."
13985,All hail the savior of the Dark Brotherhood! All Hail the Listener!
13987,Would you raise your shield in his defense?
13990,That spell looks dangerous... keep your distance.
13993,Hard not to.
13996,"Mind yourself with that fire. Don't burn anything down, now."
13999,"Dark times, indeed. I fear the worst for Morthal and my people."
14000,"Whether you know it or not, Nocturnal dictates how well we perform as rogues."
14004,"I don't know. If you see any big strong men around, let us know, will you?"
14012,My pa always warned me about these things!
14023,"Oh, if you're worried about me trying to meddle with you..."
14024,She's buried outside of town. That's where I'd look.
14029,We carry just about anything you could need...
14031,I'm here to ensure that General Tullius does not exceed his authority.
14033,"Some brothers have taken to calling you Bone-Breaker, evidence of your ferocity and determination. A fitting name. So we shall all call you thus."
14034,But I know about him. And about the war. More than he might think.
14035,It won't be a waste.
14038,"Where? I would never... ah, I see. You are a fellow enchanter."
14041,Humble Cicero lives to serve.
14043,"If you can get Braith to leave me alone, I'll be your best friend... forever! I'll pay you, too! My whole life's savings - two septims!"
14044,"So the Blades have survived yet another disaster of their own making, and continue to meddle in things they do not understand."
14046,That was three days. I'm thinking more like three weeks.
14047,(bark)
14054,"It's about your singing. Well, not your singing, your songs. But you know what I'm talking about."
14057,In these parts? Good luck. But don't come this way again.
14058,"At first they called us that to belittle our cause. But we gladly accept being named for Ulfric Stormcloak, the only true High King of Skyrim."
14059,You're not from around here. I'll bet you're here to help with the war!
14062,"Come on, hurry up."
14065,No... But I belong to her.
14066,"You dropped this. Good thing I found it and not someone else, otherwise you might have lost it for good."
14069,An intruder in the Sepulcher!
14073,"I know all there is to know about the drinking of it, and that suits me just fine."
14077,"Sometimes, when she goes to her room to work or sleep, I slip out for a bit. Noontime, every day - that's when I hit the streets."
14078,Gettin' to old for this.
14085,You looking for work? We could use an extra hand in the mine. Just bring me any Corundum you dig up.
14086,"What is it you seek, my child?"
14088,"Patience, Dorthe. You'll get some time at the forge, I promise you. But not right now. You need to keep watching me. That's how you'll learn."
14090,"Help yourself, by all means. Who cares if I starve?"
14091,As our voices summon you the blood of the innocent binds you Wolf Queen! 
14096,"Aye, to your husband. Divines bless his memory."
14097,"My mother taught me the millwork trade... you know, which trees to cut and which ones to pass up."
14098,"Lost my helmet in one of the old caves. My pretty, pretty helmet. Life just got worse after that. Kept losing things. So many things...."
14099,"Hmm? Oh, no. No, not really. I... Actually, I've forgotten what I was looking for."
14100,"Now, leave me. I don't want to arouse suspicion by talking to someone that clearly doesn't belong here."
14104,I surrender! I surrender!
14105,They say that these ancient Nordic burial mounds are sometimes impenetrable.
14108,Looks like we're on our own now.
14109,"Oh, such colors!"
14111,"I don't know, Babette. Looks like he may have suffered a head wound. Best not let him out of our sight..."
14115,Now the whole thing's over and done with. So let's stop talking about it.
14125,"Aerin, you never cease to amaze me. You always see the good in everything."
14128,I've heard some rumors... about you and Skjor.
14129,I expected better from you.
14136,"Ah, that feels so much better! You forget how nice supreme power feels until you've been stuck in a cave for a few years."
14137,Who left that here?
14144,The Empire will pay appropriate compensation for the massacre at Sarethi Farm.
14146,"The smoke woke me up. It was hot and I was scared, so I hid."
14150,"Yes, kind morsel. Let us go up, and mind Melka on the way."
14152,"I'm going to keep preparing the body, if you'll excuse me."
14161,Some say Alduin is Akatosh. Some say M'aiq is a Liar. Don't you believe either of those things.
14164,"...and if I spy a singing bird, I'll snap its neck before it's heard..."
14165,"Avulstein, put that down! She's here to help us find Thorald!"
14167,"Right. The leader of our fight against the Empire. I forget that most people don't know what he looks like, except for those Imperial wanted posters."
14170,Just keep on his tail and he's bound to step into something he can't scrape off his boot.
14172,"Hello, my love. Back from some adventure I bet."
14174,Tolfdir as Master Wizard. Certainly didn't anticipate that.
14179,Be careful on the way to Solitude. Damn Stormcloaks could be anywhere.
14188,"If a pilgrim was able to complete the path, it was said that they would become one with the shadows. What that means is anyone's guess."
14191,Is he... sifting through trash?
14192,Who are you to say what I should do? I'll pay her back when I'm ready.
14193,We're running out of bread. I hope the supplies get here soon.
14195,"No, no, no. I've got more blood than you know!"
14196,Your call.
14199,I feel... unbeatable.
14202,"We want Imperial forces to withdraw from Winterhold, and allow Jarl Kraldar to return from exile."
14206,"Aye, that I do. I've got to, if I hope to be as good as Eorlund Gray-Mane some day. In fact, I just finished my best piece of work."
14207,"Following me, huh? You're not very good at this are you?"
14208,We've gotten a letter about someone needing some muscle over in the Rift.
14211,"Very well. I'll give you a chance. But if you can't do it, I will."
14212,Good. Wait. Dead? That's not what I asked for. I... uh... you should leave. I need a drink...
14213,You seem uncomfortable being here.
14217,"In Falkreath if I don't know it, it's not worth knowing."
14219,"Well... I suppose in that case, it's okay to let you in. But only briefly. Be careful, and come right back!"
14220,"Sweet breath of Arkay, thank you."
14222,Shut up.
14224,Again? He can't simply cancel an appointment with the Jarl! He serves in my capital city!
14230,"Maybe if I don't talk, they won't either."
14235,I suspect it may be due to the nature of the soul gem versus the crystals this was intended for. Destroys the equipment in the process.
14236,Of course. Take what you need.
14241,Stop! That's priceless!
14245,Almost ever since he became leader of the tribe.
14246,"I'm the Jarl's personal blacksmith, but that doesn't mean I can't sell you a few pieces for a fair price."
14248,"It only takes but a moment to say a silent prayer to Mara. Please come by soon; not for me, but for yourself."
14249,Vampire! Burn it!
14251,"Either pour another drink or keep moving, Ambarys."
14252,My Thu'um is strong!
14253,"Next time you wish to accuse someone of a crime, I suggest you obtain proof!"
14255,It's too bad the Burning of King Olaf was called off this year. I think some of the younger bards would really have gotten a kick out of it.
14256,What the...?!
14258,I'm...I'm invisible!
14262,"I prefer finery. Like this. Here, for your trouble. And I suppose I should show you a little about Illusion magic for free, shouldn't I?"
14264,Every prisoner in the Reach is just another worker for our family.
14265,Can you? You have the power of the Voice? Now I'm interested.
14267,"I'm sorry, I don't know what you're talking about."
14268,Rest a spell! Can't work every minute of your life.
14276,"I'm not looking for special treatment, Aval. All I did was talk to Ulfric."
14277,The Jarl needs to know if there's a dragon on the loose. Riverwood is defenseless...
14280,"Take it. Take the coat, have your fun. I'll see you at the festival."
14281,I was hoping you could help me. It seems I've lost a ring that also means quite a bit to me.
14282,Be on the lookout. The Butcher could be around any corner!
14283,We can't do that. Every soldier we send to hunt dragons is one more man that can't defend the Reach.
14284,There is one... Yngvar. He's quite popular with the ladies.
14288,I'll be sure to tell her.
14289,Good. I was hoping you hadn't forgotten about it.
14291,"You've got no sense of humor, you know that? Why don't you pick up where you left off with ""The Real Barenziah."""
14292,"Please, I can't... Just... just go."
14293,"You think you can do what he can't, and I'll sell it to you. Then you're free to run off to him with it, if you like."
14295,The Guild has a lot riding on this. Don't make me look foolish by mucking it up.
14296,"I admit, I doubted you, but no more. You've made a dragon submit to your will. A feat to rival the legendary Olaf One-Eye! What glory!"
14297,Biggest damn spiders I've ever seen.
14298,We recently heard she'd been killed... I... I find it difficult to talk about. Perhaps you'd be better off speaking to my parents about it.
14299,Go on. Get lost.
14300,"You've produced a rarefied solution there, an infusion of pure essences. Artfully done."
14304,"Old ruins. Nordic, I think."
14310,These Stormcloaks are nothing more than an armed mob. This war won't last much longer.
14311,I'll be sure to put in a good word for you if I get back to Solitude first.
14312,"That went pretty well, all things considered."
14319,"At long last, Windhelm is free. No longer must we suffer persecution at the hands of Ulfric Stormcloak."
14323,"Those who overthrew him in ancient times only postponed the day of reckoning, they did not stop it."
14324,By the gods...
14329,"Start at the beginning, as usual."
14332,"There are no heroes in this war. Even with Ulfric here in Solitude, there are no winners to be had. No real conclusion."
14336,"With Lisbet gone, I'll be taking care of you."
14337,Eorlund Gray-Mane was a stubborn fool. Our friendship ended when he turned his back on the Emperor. Now he's dead.
14343,I find your presence... unnerving. Please depart.
14344,Hmph. Been awhile since I've actually cleaved someone in two. Forgot how hard it was to get the scimitar back out.
14346,Magic. Foul magic...
14349,I can't express how much easier you've made my job.
14350,"However, I could only grant the title to someone who is known throughout my Hold."
14353,More souls are needed for the Star. The last one died before he could be harvested.
14356,"Aye, lass... and we'll be ready for him."
14357,"When the Stormcloaks took control of Whiterun, it was a victory for all true Nords."
14359,By Sithis.
14360,"We are all up to something, my dear. All is as it should be."
14361,"It's been a brutal winter. I can't remember the last time it was this cold, and for this long."
14365,A citizen of the Reach has been kidnapped.
14369,"The Companions let me fight for gold, and so I fight."
14370,"Have you, by chance, seen my research notes? I seem to have misplaced them."
14371,This is really quite a nice town when you get down to it. Just look at the view!
14373,Mathies is a kind and wise man. The Nords could use more like him. So could the Imperials.
14378,Whatever I don't already know. 
14383,You match the bet and we fight until one of us gives in.
14384,So who's winning now?
14387,"I've got nothing against it, but for me, the promise of coin is what feeds my blade."
14388,"Which means you need to look the part, and not be armed to the teeth. Here, put this on."
14390,Can't say I ever much liked the idea of the Empire telling us what to do an' how to do it.
14393,Go ahead. I'll follow your lead and watch your back.
14394,Joric will be what Joric will be. Give it time.
14397,Sometimes I wonder if my aunts are right about my father -- he does seem weak.
14399,Right. Well?
14400,"Shadr, that's so sweet... I'd love to."
14402,What macabre mysteries would these tools reveal if they could but speak?
14404,May the strength and truth of your Voice serve you well. Breath and focus.
14405,"It is when my customers waste time chatting, and not buying."
14407,"Do... do you want something? Look, if you ain't gonna talk, or spare no coin, just go away... "
14412,"Simple. Let the Empire fight its own war, with its own funds, and without hijacking our supplies and soldiers. Let Haafingar rebuild."
14413,I must have broken five or six pickaxes in the last few months alone.
14418,"Returning to High Rock. Our shepherd lost his way, and I fear Peryite's wrath may consume those who remain with him."
14420,"It's a simple ceremony, but it'll do. You're here. That's enough."
14421,How I envy you. I can only imagine the excitement of seeing history through the eyes of another!
14424,"Why, thank you. You are most courteous."
14428,Have you found it difficult to get provisions lately? I can scarcely feed the staff in my palace.
14429,"Oh, yes, right, of course!"
14431,"None of what he collected tasted as good as your Spiced Wine, Evette."
14433,I see that you have already begun to learn the Whirlwind Sprint Shout.
14436,"I trust them completely, because I understand them."
14441,You have an Elder Scroll? You?
14442,"No. I'll tell you, Wilhelm, if I could sweep her away from here tomorrow I'd do it, but Klimmek still has so much to learn."
14446,"What troubles you, darling?"
14447,Do you believe this old hag?
14449,"Names mean nothing to our Lord. She only cares for those who care for themselves, whose hearts are full of purpose, whose lives are full of deeds."
14452,Thanks. I only wish Camilla was here to see it.
14453,"I assure you, the Dreamstride is well known in Vaerminian Lore."
14454,Are you prepared for tonight's hunt?
14455,"If I see you sneaking off with even one speck of silver, I'll break your leg and throw you into the river."
14457,I hope the tower holds out until we get there.
14458,Filthy fetcher!
14460,Hiya! What's your name? Are you visiting? What do you do?
14461,I need to get into my traveling gear. Give me a minute and I'll be ready.
14462,"But let's not jump to any conclusions, or assign it importance beyond what we're certain of."
14464,I've had just about all I'm willing to take from you. What is it?
14466,Oh. Oh-no. This won't do at all. 
14468,"You know what I mean. Tell your boss that rough is rough, but when someone pulls a dagger fun time is over."
14473,"I'll draft a letter to Rythe. If you could have it sent to Cheydinhal for me, that would make up for your blunder."
14475,May your will carve itself upon the world.
14479,The assumption that the Nightingales were just a myth was seeded within the Guild on purpose.
14485,Sky guard you.
14488,"Secondly, how can anyone forget wards? They have become essential to any mage working in dangerous situations."
14493,"I want you to talk to Sibbi for me. Then, I want you to bring me Frost and the Lineage Papers that prove the horse's worth."
14495,"In exchange for Riften, the jewel of Skyrim? Hardly. How about the Reach? Gaining control of the silver mines would be invaluable."
14501,"I told you to weed the garden by sunset, and you didn't do it. Now you're in big trouble!"
14505,"Maven's disappointed that Ingun's heart isn't in the family business, but she says ""Ingun still has her uses."" Not sure what that means."
14507,Khajiit will follow.
14509,"Ha! I'm afraid the loot's already been moved. You've been useful to the Blackbloods, though. You've earned a quick death."
14510,I'm afraid we have little to offer you in the way of hospitality.
14512,"Yes, of course. We'll have more time to look around later, I suppose. Let's see what's up ahead."
14513,Something I can help with or do you just want to talk?
14517,A citizen of Haafingar has asked for our help.
14518,"Good. Maybe he's realized he's beaten. The way things are going, we'll be knocking at the gates of Solitude itself before too long."
14525,Be careful with Sapphire. She's mixes with all sorts of nasty people.
14528,(growl)
14529,The attacks he makes on himself can be seen here fully. They are always carried out on the weakest part of his fragile self.
14531,I'm sorry. What would you like to talk about?
14532,Fine. Then I'll invite him out to play. He lives right there. I'm going to knock on his door...
14533,"I'm not afraid of the remnants of the Legion, in time they'll all give up and go home."
14535,Right. See you around.
14539,"Let me handle that. You'll have a real invitation, don't worry. As long as you can act the part of a Thalmor toady, you'll get past the guards."
14540,"I'm sorry mother, I just want to know more about him. You never tell me anything!"
14541,"And I'm busy. You help me out, and I'll help you out. That's just how it is."
14542,Shoot the middle target.
14543,Please... mercy...
14544,Don't just walk away from me! Where do you think you're going?
14547,"Ooh, cocky."
14549,"It's been a while now. I miss him, but it's clear he's not coming back."
14553,Hmph. Pity. I had hoped to obtain even a modicum of justice.
14554,This godsforsaken war is dividing our people and destroying our land.
14558,She was responsible for the Empire's near collapse almost five hundred years ago. I believe I have a book about her...
14560,I am Master Arngeir. I speak for the Greybeards.
14561,"No! Please! I really don't have any money, Braith! I'll give you ten septims tomorrow. Just don't hit me."
14562,Last we have deathbell which only grows in marshy tundra terrain. Its inverted bluish-purple flower bunches are unmistakable.
14563,Tell me about the Great War. I hear you were in the battle of...
14567,"We both own the Pawned Prawn together, but he's singlehandedly kept the place running despite all our problems."
14568,"It's tough to keep track of Hrefna. If her father wasn't such a snowback, he'd be around to help out."
14572,"But listen, I think I can help you. The wedding reception is outside the Temple of the Divines, right? In Solitude?"
14573,Go where the challenge is greatest.
14574,You have done well.
14575,"Used to run with a bandit clan in The Pale. Turns out I didn't like them and they didn't like me, so we parted ways."
14576,Gulum-Ei started to get greedy and cut us out of the deal. Almost can't say I blame the scaly bastard.
14577,I can't imagine Skald ever being young.
14578,"Wuuthrad is a relic of Ysgramor. Through that weapon, we trace our line straight to the first harbinger of makind in this land."
14585, 
14587,Now you're talking.
14588,You're needed in Hjaalmarch. There's much to be done.
14593,Gods... the pain...
14598,"Why a little boy would want to contact a group of murderers is beyond me, but he is inviting evil into this city."
14599,Let those soldiers come here! You've never seen me throw incense. I could fell a giant.
14605,"You'd really risk your life for a stranger's honor? I don't even know what to say. Thank you, my friend. I'll wait here."
14606,There is a copse of elms to the east. We could really use that wood.
14608,"In the absence of the Moot, it would further legitimize his claim."
14614,"Get out of here. I'm going to make sure we got the last of them, and see if there's any information to be gotten from the bodies."
14615,"Well, if he wants to stand outside the protection of the Empire, fine. Let Ulfric pillage his city."
14617,"His killing ushered in, shall we say, a necessary change in Imperial policy."
14618,So endeth the lesson.
14621,Please...
14622,We want compensation for the massacre at Rorikstead.
14624,"I'd... appreciate if you kept my opinion between us. The last thing I want to do is have my parents ""lose"" another child."
14633,Ingun! If you want to remain in my shop as an apprentice I expect you to act like one. No exceptions!
14635,"The job is two-fold. First, steal a letter that was sent from Solitude warning Whiterun's guard to be on the lookout for Arn."
14642,"You going to lose horribly, and then say you let me win?"
14646,I apologize for the disruption to such a festive occasion.
14647,"The sealed letter explains everything else, in detail. It should be delivered to your superior. Whomever that may be."
14648,"Careful if you cross the river to the east. Old Hajvarr Iron-Hand and his brigands are holed up in that cave, White River Watch."
14649,"Yes, yes it is."
14651,I'm afraid your bargaining without the metal to back it up.
14653,Alduin mahlaan
14658,"What is it, my friend?"
14663,Nivenor! How can you say that? He gives you everything you ask for.
14664,"What of it? It's our Inn, and they cause him no harm."
14670,"You are relatively new here, are you not? I have noticed you, but we have not spoken."
14678,I'd take this a bit more seriously if I were you. If a dragon decides to attack Whiterun I don't know if we can stop it.
14679,Toor...Shul!
14681,You were weak. Now you are dead. What signs have you left of your passing for us to remember you by?
14683, 
14684,You dare challenge me?
14685,What's going on out there? What happened?
14687,Here we go.
14688,I've spent a long time building up a list of contacts for goods from all over Tamriel.
14692,"Pardon me, milord. Would you care to hear me play my lute?"
14693,We hunt together.
14696,"I fear keeping the Phial would just remind me of Nurelion's obsession, and how it consumed him."
14700,"Alright, if it's a fight you want. You've got it."
14706,It's nice to receive good news for a change. Did you recover anything else from the warehouse worth mentioning?
14712,"Okay, I'll go now."
14713,Anavchnzel is waiting.
14714,"Look, I've got training to get to."
14715,"No, mother. It's no wonder our enemies fear the sight of an Orc warrior."
14716,Always good talking to you... friend.
14718,"The way our crops have been growing, Rorikstead must have the richest soil in the hold."
14720,"The Silver-Bloods pay me, let me crack a few skulls, and keep the guards off my back. That's all I need."
14722,The Eyes would go a long way in helping get the Guild back on its feet.
14723,"Why are you here, outsider?"
14724,You're the Dragonborn aren't you?
14729,You're going to Fort Neugrad.
14734,"Good, you're finally here."
14736,Hurry over to our military camp tucked away in the Reach. Ulfric's been enjoying those silver mines for far too long.
14738,Very good... Let's see what you have here.
14746,Not lately. Why?
14748,It's very important to Huki that all the battles are fair. What's more important to me is that my pay is fair.
14749,"Best of all, he's also pledged to open doors for us in Solitude and to get things rollin' again."
14750,"At first I don't know why he picked me. I never even held a hammer in my life! But the first time I picked it up, it just felt right!"
14758,"First, we need to limit Stormcloak capacity and send them a not so subtle message by sabotaging a resource they claim to control."
14759,"You're a real friend saving this mead from her. Here, let me show you how to block a punch that might be coming from some angry spouse, huh?"
14760,"Ha! And neither are you, eh? Good to see another Redguard. I like to think we bring a little heat to this frozen wasteland."
14764,But you'll understand that soon enough.
14769,"They laughed at me again, Dinya. They simply don't understand."
14771,And we've done as much as we can to prepare for that.
14772,But stopping Alduin is one thing. Helping you wipe out dragons again is quite another.
14773,General Tullius...
14775,"Yes, show yourself to us. Until that day, we will continue to devote our lives to you and suffer for you."
14777,"They call her ""the Skinner."""
14779,I want to know what I'm dealing with before I start tearing it out of the ground.
14786,"I was just getting used to that ghost being here, and poof, now he's gone."
14788,What about being loyal to his wife?
14791,"Yes, I've no doubt of its gravity. This, however, is a matter that cannot wait."
14792, 
14793,"Should the need arise, a portal connects the Sepulcher and Nightingale Hall. Use it whenever you wish."
14795,I'll just be tending the museum if you need me.
14799,Thank you. Let me show you some tricks around the forge.
14803,No! That urn was priceless!
14804,I learned that a matron who had served for House Telvanni had escaped Morrowind during the Accession War.
14806,"So if you're willing to perform one more service for the Company, we could put this matter behind us for good."
14809,Bow and arrows for the mighty huntsman.
14812,"Strength and steel are well and good, but magic is the true power in this world."
14815,"Ah, well, if Hadvar vouches for you I guess it must be all right."
14817,"You know, maybe I was wrong about you after all. Anyone who's smart enough to shut up and listen can't be all bad."
14830,"Don't worry, I'll treat those shipments as if I owned them myself."
14831,How's business today?
14833,Now get going before Sabjorn grows a brain and hires someone else to do the dirty work.
14834,Hevnoraak planned his resurrection obsessively before dying. My duty in life and in death is to make sure he stays in this tomb for eternity.
14837,Calcelmo? Is he interested in Faleen? That sly old codger. I should have guessed.
14838,They seem to when you're around Silana.
14844,He is with me.
14845,They have always sought to turn the Dragonborn from the path of wisdom.
14847,I'd like to know why you're wasting time asking about it when you should already be on your way.
14852,"I'd be lying if I said I didn't enjoy myself. But more importantly, I made this Sanctuary some much needed gold. In the end, that's all that matters."
14853,"If you see anything you like, just let me know and I'll glad offer you a discount."
14856,"At last, a worthy opponent!"
14857,Word is the College of Mages is back to normal. If there's such a thing for that lot.
14858,But wait. What about soul reversal? You must be aware of the consequences when using the apparatus near an open magic field.
14859,The entrance to a dwarven city. All manner of strange traps and machines will be inside.
14860,I hope you brought a little something for me.
14862,Murdered! In cold blood!
14863,"Here, this should suffice as your cut of the... or rather, a reward for your actions. Now, if you'll excuse me..."
14864,"Tell me, sister. Are the stories true?"
14865,You idiot! We have to cover your mess up and that costs us gold... which means you don't get any.
14867,Tiid...
14869,"Yes. According to Giraud, our histories keeper, the portion of the Edda dealing with King Olaf might still exist in Dead Man's Respite."
14870,"Dying breed, eh? Well what do you call that then!"
14871,"Hopefully small things that fit inside pockets, and will not be noticed if they are missing."
14873,"Told you that, did he?"
14874,"May I just say, it's a pleasure to have you leading the College. Really."
14876,"Options were in short supply. Ranmir and I grew up here, and his drinking soaked up whatever coin we had."
14877,"I want you to know I don't trust you, Madena. And I'll be watching you."
14879,But do not make the mistake of underestimating the Legion. Plenty of them are Nords same as us.
14882,I was sent here because someone said I was a Forsworn.
14883,"My friend Maven and I - have you met Maven, in Riften? - we know our place in this world. Know the place of others, too."
14886,"The architecture of this temple is marvelous. Have you ever seen stonework like this, Delphine?"
14887,"Bottom line - respect your Family. Do that, and everything else will fall into place."
14891,"""Saadia"", as you know her, is wanted by the noble houses of Taneth for treason. We were hired to see her returned to Hammerfell for her crimes."
14895,Meet me there. We will fight our way to Namira's embrace together. 
14898,"I fought in the Great War. I cut enough young lives short, I'm not going to do it again."
14900,Sift through the ashes that others are too fearful to touch. See what they tell you.
14903,"One day he simply ran out to me in the field, excited that he'd made some sort of a breakthrough and he was going to head out on another trip."
14905,"We Gray-Manes got just as much to be proud of as them Battle-Borns, but you won't see us with our noses in the air."
14911,Call yourself a warrior?
14913,"Guard! My fine's been paid, now set me free!"
14915,"Two hundred years ago, I would have lain down my life for the Unholy Matron. But that is an age long since passed. Astrid is my matron now."
14918,See if you can drop in on this dealer of poison and convince him to close down his operation permanently.
14919,"Hafrumph! Well then, if you're going to be like that... Perhaps it's best I take my leave. A good day to you sir. I said good day!"
14921,Looking for something?
14927,I'd give my eye teeth if it meant getting those damn spiders out of the mine!
14930,"That's it. That's it! I don't know who you are, but you may have just saved this little project..."
14931,Take my beacon to the mount above Kilkreath.
14933,Damn right. Just like all true sons of Skyrim should.
14934,See? She agrees with us too! Why don't you actually show us something?
14937,"People are having nightmares they swear are real. They go to bed, but they wake up more tired than yesterday."
14938,It's no wonder she fled in the middle of the night.
